date,Gold_INR_AM,Gold_INR_PM,Silver_INR_AM,Silver_INR_PM,Gold_London_AM_Fix_USD,Gold_London_PM_Fix_USD,Silver_London_Fix_USD,Gold_COMEX_close_USD,Silver_COMEX_close_USD,Gold_CFTC_Net,Silver_CFTC_Net,DXY_close,US_10Y,India_10Y,USDINR_ibja,EURUSD_ibja,MCX_Gold_open,MCX_Gold_high,MCX_Gold_low,MCX_Gold_close,MCX_Gold_volume,MCX_Gold_OI,MCX_Silver_open,MCX_Silver_high,MCX_Silver_low,MCX_Silver_close,MCX_Silver_volume,MCX_Silver_OI,USDINR_Futures_close,Gold_Silver_Ratio,Gold_Crude_Ratio,SPDR_Gold_tonnes,iShares_Silver_tonnes
2025-07-29,98375.0,98446.0,113207.0,112984.0,3338.2,3305.25,38.13,3366.8,38.22,170868.0,45265.0,98.63,4.4098,6.37,86.6975,1.1655,97852.0,98120.0,97280.0,97545.0,5914.0,4287.0,113165.0,113417.0,112562.0,113053.0,12512.0,16114.0,86.6975,88.09,50.47,956.23,15230.43
2025-07-30,98274.0,98296.0,113590.0,113307.0,3325.0,3316.5,38.11,3381.2,38.29,170868.0,45265.0,98.89,4.3204,6.359,86.95,1.1568,98515.0,99285.0,98439.0,99119.0,7568.0,12029.0,113268.0,114082.0,112700.0,113753.0,8638.0,15641.0,86.95,88.31,48.85,956.23,15159.79
2025-07-31,98687.0,99017.0,113600.0,113400.0,3331.7,3304.3,37.92,3352.8,37.74,170868.0,45265.0,99.82,4.37,6.37,87.555,1.1526,99248.0,99840.0,98755.0,98983.0,10746.0,11905.0,113664.0,114023.0,112417.0,112864.0,11901.0,15704.0,87.555,88.84,47.9,955.37,15173.92
2025-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-07,100672.0,100452.0,113576.0,113485.0,3362.7,3372.0,37.78,3433.4,37.9,142846.0,43633.0,98.18,4.2257,6.416,87.83,1.1606,101329.0,101332.0,100660.0,101262.0,6686.0,14869.0,113433.0,113888.0,112826.0,113655.0,8780.0,17092.0,87.83,90.59,53.36,952.79,15044.47
2025-08-08,100904.0,100703.0,114505.0,115250.0,3375.95,3383.75,38.38,3453.7,38.29,142846.0,43633.0,98.4,4.25,6.386,87.58,1.1646,101361.0,102155.0,100967.0,101468.0,12258.0,15765.0,113998.0,115417.0,113905.0,114286.0,19447.0,16010.0,87.58,90.19,54.07,959.09,15112.28
2025-08-11,101406.0,100942.0,114893.0,114732.0,3397.1,3394.15,38.29,3491.3,38.54,161811.0,30621.0,98.18,4.2829,6.412,87.7,1.1645,101950.0,102250.0,101372.0,101798.0,16815.0,16561.0,114641.0,115876.0,114571.0,114881.0,14016.0,15459.0,87.7,90.58,54.65,959.64,15112.28
2025-08-12,100201.0,99957.0,114308.0,113501.0,3358.1,3356.4,37.76,3404.7,37.79,161811.0,30621.0,98.52,4.2849,6.44,87.78,1.1644,101198.0,101199.0,100160.0,100322.0,13151.0,13510.0,114291.0,114540.0,112817.0,113296.0,14570.0,15541.0,87.78,90.1,53.23,964.22,14990.8
2025-08-13,99549.0,99670.0,113593.0,113313.0,3347.55,3343.3,37.69,3399.0,38.0,161811.0,30621.0,98.1,4.2888,6.492,87.7875,1.1615,100396.0,100398.0,99746.0,100157.0,10620.0,12681.0,113296.0,113949.0,112767.0,113737.0,11133.0,15864.0,87.7875,89.44,53.81,964.22,15058.6
2025-08-14,100057.0,100097.0,114850.0,115275.0,3362.05,3364.4,38.61,3408.3,38.6,161811.0,30621.0,97.84,4.2326,6.481,87.51,1.1738,100263.0,100616.0,100123.0,100185.0,6764.0,12901.0,114199.0,115468.0,114199.0,115029.0,10246.0,14889.0,87.51,88.29,54.4,964.22,15058.6
2025-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-18,99971.0,100023.0,115100.0,114933.0,3344.35,3335.5,37.73,3382.6,38.47,154226.0,28257.0,97.85,4.316,6.4,87.6175,1.1704,100297.0,100438.0,99663.0,99838.0,8915.0,12721.0,115239.0,115303.0,113453.0,113943.0,13042.0,14462.0,87.6175,87.94,53.86,965.36,15071.31
2025-08-19,99737.0,99623.0,114017.0,114050.0,3348.45,3332.4,38.09,3378.0,38.53,154226.0,28257.0,98.17,4.3335,6.497,87.405,1.1699,99960.0,100086.0,99313.0,99401.0,5752.0,13267.0,113951.0,114348.0,113453.0,113592.0,8014.0,14907.0,87.6175,87.68,53.26,965.36,15071.31
2025-08-20,99146.0,99168.0,113165.0,113625.0,3337.9,3334.45,38.07,3358.7,37.81,154226.0,28257.0,98.27,4.3062,6.514,87.0525,1.1713,99466.0,99517.0,98607.0,98696.0,6921.0,13956.0,113365.0,113585.0,111205.0,111345.0,16799.0,16973.0,87.0525,88.82,53.87,962.21,15356.6
2025-08-21,98803.0,98946.0,111225.0,111194.0,3327.25,3344.65,37.08,3388.5,38.26,154226.0,28257.0,98.22,4.2907,6.497,87.0925,1.1633,98742.0,99410.0,98516.0,99304.0,6785.0,13791.0,111106.0,112644.0,110281.0,112553.0,16540.0,16613.0,87.0925,88.57,54.03,962.21,15339.66
2025-08-22,98966.0,99147.0,112939.0,112690.0,3339.7,3338.3,37.57,3381.6,38.58,154226.0,28257.0,98.62,4.3277,6.528,87.265,1.1657,99159.0,99595.0,98915.0,99435.0,6540.0,13544.0,112702.0,113845.0,112020.0,113706.0,13243.0,15072.0,87.265,87.66,53.24,956.77,15305.76
2025-08-25,99242.0,99358.0,113931.0,113906.0,3328.4,3334.25,38.01,3418.5,39.56,141758.0,28787.0,97.72,4.2537,6.551,87.52,1.1589,99301.0,100449.0,99168.0,100384.0,10014.0,12634.0,113743.0,116371.0,113000.0,116236.0,21534.0,12952.0,87.52,86.42,53.7,956.77,15277.52
2025-08-26,100345.0,100488.0,116533.0,116133.0,,,,3417.5,39.21,141758.0,28787.0,98.43,4.2751,6.597,87.57,1.1685,100195.0,100720.0,100195.0,100624.0,5066.0,13189.0,115727.0,116500.0,115502.0,115950.0,11950.0,12690.0,87.57,87.15,52.74,956.77,15288.82
2025-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-28,100827.0,100884.0,116525.0,115870.0,3372.9,3367.1,38.42,3448.6,39.21,141758.0,28787.0,98.23,4.2343,6.6,87.81,1.1662,100858.0,101612.0,100858.0,101542.0,4316.0,14224.0,115519.0,116224.0,114912.0,116097.0,9873.0,10919.0,87.81,87.95,53.76,959.92,15274.69
2025-08-29,101239.0,101506.0,116688.0,117110.0,3397.85,3407.65,38.94,3474.3,39.7,141758.0,28787.0,97.81,4.2033,6.533,87.7025,1.169,101450.0,102125.0,101334.0,102100.0,9341.0,15887.0,116099.0,117635.0,116099.0,117174.0,13189.0,5593.0,87.7025,87.51,53.78,967.94,15274.69
2025-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-05,105751.0,105945.0,122900.0,123207.0,3539.45,3546.3,40.97,3606.7,41.42,148122.0,34205.0,98.35,4.1607,6.493,88.2175,1.1655,106500.0,106823.0,105800.0,106417.0,9939.0,18078.0,123996.0,124950.0,123473.0,123920.0,17612.0,18681.0,88.2175,87.08,56.82,981.97,15281.4
2025-09-08,106446.0,106338.0,123581.0,123170.0,3548.6,3594.55,40.75,3653.3,41.55,168862.0,41022.0,97.77,4.0742,6.465,88.3325,1.1695,106676.0,107807.0,106600.0,107728.0,11160.0,18445.0,123500.0,126081.0,123500.0,124697.0,21362.0,17957.0,88.3325,87.92,59.05,981.97,15230.57
2025-09-09,107312.0,108037.0,123368.0,124413.0,3610.5,3632.65,41.19,3677.4,41.9,168862.0,41022.0,97.45,4.0398,6.465,88.3325,1.1695,107456.0,108732.0,107101.0,108518.0,11541.0,18183.0,126400.0,126730.0,123557.0,125571.0,20107.0,17958.0,88.3325,87.76,59.07,979.68,15193.85
2025-09-10,109143.0,109475.0,124689.0,124770.0,3654.1,3649.55,41.25,3682.2,41.34,168862.0,41022.0,97.79,4.0875,6.494,88.225,1.176,108947.0,109840.0,108600.0,109033.0,14266.0,17731.0,125463.0,126277.0,124230.0,124461.0,20663.0,17660.0,88.225,89.07,58.79,979.68,15137.37
2025-09-11,109409.0,109635.0,124144.0,124594.0,3646.4,3650.75,41.21,3682.0,41.6,168862.0,41022.0,97.78,4.0454,6.479,88.2,1.1734,108744.0,109356.0,108668.0,108986.0,8966.0,17009.0,124926.0,125589.0,124760.0,125180.0,11110.0,17163.0,88.2,88.51,57.83,979.95,15137.37
2025-09-12,109223.0,109097.0,124267.0,124499.0,3617.95,3629.55,41.08,3673.6,42.15,168862.0,41022.0,97.53,4.0206,6.467,88.5025,1.1682,108705.0,109186.0,108563.0,108981.0,11606.0,16588.0,125081.0,127241.0,124598.0,126938.0,22373.0,18583.0,88.5025,87.16,58.9,977.95,15137.37
2025-09-15,109841.0,109707.0,127348.0,128008.0,3645.35,3651.1,42.26,3686.4,42.83,166417.0,37768.0,97.55,4.0643,6.487,88.32,1.1737,108705.0,109186.0,108563.0,108981.0,11606.0,16588.0,125081.0,127241.0,124598.0,126938.0,22373.0,18583.0,88.5025,86.07,58.8,974.8,14890.88
2025-09-16,109603.0,109511.0,127763.0,127791.0,3638.2,3657.65,42.2,3719.0,42.96,166417.0,37768.0,97.3,4.0375,6.496,88.235,1.1769,109255.0,110330.0,108900.0,110179.0,9649.0,15570.0,127121.0,129622.0,127121.0,129429.0,15752.0,18221.0,88.235,86.56,58.75,976.8,15083.52
2025-09-17,110540.0,110869.0,128989.0,129300.0,3695.4,3695.4,42.69,3725.1,42.92,166417.0,37768.0,96.63,4.0279,6.492,88.135,1.1839,110277.0,110666.0,110000.0,110156.0,9357.0,14394.0,129336.0,130450.0,128260.0,128820.0,19929.0,17168.0,88.135,86.8,57.74,979.95,15152.9
2025-09-18,109971.0,109733.0,126713.0,125756.0,3669.7,3681.0,41.27,3717.8,42.15,166417.0,37768.0,96.87,4.0872,6.473,87.8825,1.1872,109956.0,109956.0,109180.0,109822.0,8892.0,13908.0,127486.0,127660.0,125300.0,126984.0,31222.0,17752.0,87.8825,88.2,58.05,975.66,15217.84
2025-09-19,109264.0,110167.0,125563.0,127100.0,3672.45,3643.7,41.86,3678.3,42.12,166417.0,37768.0,97.35,4.1044,6.514,88.145,1.1833,109180.0,109802.0,108690.0,109052.0,12496.0,12588.0,125999.0,127532.0,125430.0,127132.0,20819.0,17824.0,88.145,87.33,57.86,975.66,15189.61
2025-09-22,109873.0,109775.0,128500.0,128000.0,3657.85,3663.15,42.24,3705.8,42.95,160483.0,38128.0,97.64,4.1274,6.488,88.155,1.1769,109254.0,109910.0,109066.0,109847.0,7902.0,12069.0,127500.0,130110.0,127500.0,129838.0,28337.0,17412.0,88.155,86.28,59.12,994.56,15205.14
2025-09-23,111167.0,112155.0,132170.0,132869.0,3721.25,3719.7,43.74,3775.1,44.21,160483.0,38128.0,97.34,4.1467,6.489,88.305,1.1793,110402.0,112295.0,110202.0,112230.0,12617.0,10711.0,130658.0,133655.0,130658.0,133555.0,31301.0,18612.0,88.305,85.38,60.61,1000.57,15205.14
2025-09-24,113498.0,114314.0,134050.0,135267.0,3788.4,3783.8,44.33,3815.7,44.61,160483.0,38128.0,97.26,4.1061,6.473,88.7475,1.1776,112200.0,114179.0,112174.0,113836.0,16731.0,8852.0,133250.0,135700.0,133178.0,135062.0,29050.0,17374.0,88.7475,85.54,60.18,1000.57,15368.9
2025-09-25,114044.0,113584.0,134905.0,134089.0,3768.05,3761.6,43.88,3768.1,44.19,160483.0,38128.0,97.87,4.1466,6.491,88.7325,1.18,113500.0,113838.0,112504.0,112555.0,9066.0,6536.0,134626.0,135400.0,133776.0,134002.0,25156.0,16930.0,88.7325,85.27,57.98,996.85,15469.12
2025-09-26,113232.0,113349.0,134556.0,137040.0,3752.4,3730.75,44.94,3771.1,45.11,160483.0,38128.0,98.55,4.1698,6.497,88.8775,1.1753,112469.0,113250.0,112182.0,112629.0,10538.0,3349.0,133002.0,137530.0,133000.0,137056.0,47964.0,17394.0,88.8775,83.59,58.03,996.85,15469.12
2025-09-29,113299.0,113262.0,137467.0,138100.0,3748.75,3769.85,45.0,3809.0,46.66,158616.0,40065.0,98.15,4.1755,6.523,88.8875,1.1673,113795.0,115074.0,113790.0,114891.0,12942.0,14168.0,136876.0,142189.0,136504.0,141889.0,39630.0,16751.0,88.8875,81.64,57.96,1005.72,15390.07
2025-09-30,115292.0,115454.0,144100.0,144387.0,3812.85,3826.85,46.95,3855.2,47.02,158616.0,40065.0,97.91,4.1387,6.555,88.905,1.1729,115226.0,116497.0,115100.0,116344.0,12798.0,14384.0,141758.0,144179.0,141758.0,143099.0,46714.0,19373.0,88.905,82.0,60.76,1011.73,15361.84
2025-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-03,120815.0,120770.0,149142.0,149125.0,4013.2,4011.5,48.96,3996.5,48.16,158616.0,40065.0,99.8,4.0775,6.532,88.8175,1.1591,121148.0,122325.0,120628.0,121232.0,16041.0,13022.0,148140.0,150000.0,147500.0,148287.0,15417.0,19814.0,88.8175,82.98,65.54,1039.2,15189.82
2025-11-04,121113.0,120777.0,149660.0,149300.0,3994.15,4025.25,48.78,4014.0,48.05,158616.0,40065.0,99.87,4.1104,6.534,88.8775,1.1553,121435.0,122146.0,121165.0,121409.0,10668.0,13406.0,148791.0,149747.0,147135.0,147758.0,13781.0,20322.0,88.8775,83.54,65.75,1041.78,15189.82
2025-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-07,120100.0,120670.0,147358.0,148242.0,4004.3,3986.5,48.69,3991.0,47.95,158616.0,40065.0,99.73,4.0831,6.515,88.705,1.1515,120500.0,121550.0,120125.0,120613.0,9202.0,13489.0,146960.0,149040.0,146055.0,147069.0,12894.0,19651.0,88.705,83.23,67.15,1040.35,15150.71
2025-11-10,120231.0,120100.0,148010.0,148275.0,4006.4,3994.1,48.7,4009.8,48.14,158616.0,40065.0,99.6,4.0966,6.514,88.7425,1.1547,120839.0,121640.0,120551.0,121067.0,8896.0,12906.0,147309.0,149395.0,147115.0,147728.0,16501.0,18927.0,88.7425,83.29,67.11,1042.06,15114.03
2025-11-11,122087.0,122441.0,150975.0,151643.0,4077.6,4090.25,50.04,4122.0,50.31,158616.0,40065.0,99.59,4.116,6.49,88.79,1.1575,121768.0,124157.0,121768.0,123970.0,11488.0,12558.0,149540.0,153876.0,149540.0,153691.0,19928.0,16213.0,88.79,81.93,68.55,1042.06,15088.63
2025-11-12,124147.0,124149.0,154338.0,154760.0,4137.5,4123.3,51.24,4116.3,50.74,158616.0,40065.0,99.44,4.116,6.475,88.6425,1.1572,124595.0,125839.0,123417.0,123913.0,10389.0,12906.0,154743.0,156079.0,153001.0,154687.0,17585.0,15944.0,88.6425,81.12,67.44,1042.06,15088.63
2025-11-13,123362.0,123913.0,155046.0,156705.0,4120.1,4136.75,51.54,4213.6,53.46,158616.0,40065.0,99.5,4.0693,6.459,88.695,1.159,124300.0,126699.0,123648.0,126465.0,13127.0,11986.0,155598.0,162654.0,154926.0,162091.0,24981.0,13630.0,88.695,78.82,72.04,1046.64,15088.63
2025-11-14,126124.0,126554.0,163808.0,162730.0,4234.3,4195.65,53.87,4194.5,53.17,158616.0,40065.0,99.16,4.1192,6.473,88.745,1.1621,126344.0,127941.0,126182.0,126751.0,13337.0,11821.0,163591.0,165818.0,160696.0,162470.0,28112.0,13488.0,88.745,78.89,71.47,1048.93,15088.63
2025-11-17,125428.0,124794.0,160656.0,159367.0,4161.2,4071.1,52.01,4094.2,50.69,158616.0,40065.0,99.3,4.1483,6.486,88.76,1.1652,126748.0,127048.0,121800.0,123561.0,18445.0,11820.0,162851.0,163333.0,153371.0,156018.0,30624.0,13182.0,88.76,80.78,68.13,1044.0,15173.28
2025-11-18,122714.0,122924.0,154130.0,154933.0,4083.2,4072.5,51.06,4074.5,50.71,158616.0,40065.0,99.59,4.1386,6.498,88.6675,1.1604,123114.0,123650.0,122172.0,122927.0,10773.0,11127.0,155105.0,156690.0,153310.0,155312.0,14954.0,12867.0,88.6675,80.35,68.01,1041.43,15218.42
2025-11-19,121366.0,122180.0,151850.0,153706.0,4041.05,4060.85,50.3,4066.5,51.15,158616.0,40065.0,99.55,4.1134,6.485,88.6225,1.1602,122121.0,123037.0,120762.0,122640.0,11791.0,10829.0,152948.0,154920.0,151000.0,154644.0,17435.0,12423.0,88.6225,79.51,66.95,1041.43,15218.42
2025-11-20,123448.0,123884.0,156300.0,158120.0,4110.65,4126.95,52.2,4082.8,51.5,149311.0,37250.0,100.23,4.1367,6.488,88.6025,1.1594,122799.0,124455.0,122270.0,123051.0,12423.0,10237.0,155039.0,159066.0,153423.0,155107.0,23476.0,12182.0,88.6025,79.27,68.69,1043.72,15218.42
2025-11-21,122881.0,122561.0,155840.0,154113.0,4062.55,4090.6,50.85,4060.0,50.96,149311.0,37250.0,100.16,4.0845,6.488,88.7325,1.1526,122953.0,123760.0,122000.0,122727.0,10854.0,10392.0,156000.0,156607.0,153150.0,154151.0,18188.0,12394.0,88.7325,79.68,68.81,1039.43,15226.88
2025-11-24,122149.0,123146.0,151375.0,151129.0,4034.3,4072.85,48.91,4116.0,50.56,149311.0,37250.0,100.18,4.0633,6.517,89.5825,1.153,122373.0,124538.0,121546.0,124191.0,13688.0,9276.0,153750.0,155183.0,150350.0,154151.0,23998.0,10854.0,89.5825,81.41,70.89,1040.57,15246.63
2025-11-25,123057.0,123308.0,153054.0,153650.0,4067.95,4082.05,50.04,4130.8,50.96,149311.0,37250.0,100.14,4.0248,6.476,89.3175,1.1525,122743.0,124055.0,122605.0,123854.0,8191.0,9031.0,153913.0,154690.0,152415.0,154482.0,10712.0,10338.0,89.3175,81.06,70.2,1040.86,15257.92
2025-11-26,125342.0,125119.0,73325.0,156320.0,4130.15,4126.45,51.21,4177.3,51.63,149311.0,37250.0,99.66,3.996,6.456,89.21,1.152,124789.0,125521.0,124460.0,125225.0,10239.0,8024.0,157162.0,157440.0,154967.0,156321.0,16986.0,8359.0,89.21,80.91,72.08,1040.86,15511.81
2025-11-27,126004.0,126081.0,157856.0,159025.0,4155.95,4139.6,52.48,4202.3,53.61,109577.0,24963.0,99.6,3.9941,6.451,89.41,1.1602,125750.0,126175.0,125205.0,125931.0,9482.0,6747.0,157750.0,161900.0,157507.0,161272.0,20072.0,8485.0,89.41,78.39,71.65,1040.86,15582.33
2025-11-28,127857.0,,161783.0,,4154.0,4153.95,53.4,4202.3,53.61,109577.0,24963.0,99.54,3.9941,6.463,89.4825,1.1612,125500.0,125910.0,125286.0,125504.0,5063.0,4828.0,160601.0,163974.0,160262.0,162467.0,9483.0,6169.0,89.4825,78.39,71.65,1045.43,15582.33
2025-12-01,126666.0,126591.0,164286.0,164359.0,4159.4,4191.05,53.91,4254.9,57.16,109577.0,24963.0,99.46,4.0132,6.506,89.575,1.157,128352.0,129599.0,127891.0,129504.0,11759.0,12131.0,167190.0,175484.0,166980.0,174981.0,29505.0,16095.0,89.575,74.43,72.67,1045.43,15582.33
2025-12-02,128602.0,128800.0,173740.0,175180.0,4254.1,4238.85,57.49,4274.8,59.14,109577.0,24963.0,99.41,4.0865,6.531,89.6775,1.1612,129999.0,131332.0,129900.0,130652.0,13698.0,13406.0,177858.0,182998.0,175867.0,182030.0,38024.0,14680.0,89.6775,72.28,72.06,1050.01,15610.54
2025-12-03,128141.0,127593.0,175423.0,174650.0,4185.7,4214.75,57.44,4220.8,58.7,109577.0,24963.0,99.36,4.0865,6.49,90.115,1.1627,130110.0,130800.0,129000.0,129759.0,12654.0,13305.0,180701.0,182680.0,177372.0,181601.0,30158.0,13736.0,90.115,71.9,71.98,1048.29,15802.36
2025-12-04,128550.0,128214.0,178684.0,178190.0,4200.9,4210.3,58.37,4232.5,58.62,92134.0,18537.0,98.85,4.0633,6.511,90.35,1.166,130550.0,131400.0,130109.0,130462.0,11802.0,13020.0,183799.0,184743.0,180990.0,182352.0,29074.0,13783.0,90.35,72.2,71.8,1046.58,15863.15
2025-12-05,127755.0,127845.0,175713.0,176625.0,4199.5,4200.6,57.57,4243.0,57.49,92134.0,18537.0,98.99,4.0981,6.513,90.035,1.1672,130799.0,130799.0,129366.0,130078.0,7935.0,13025.0,182621.0,182887.0,176853.0,178138.0,22803.0,14599.0,90.035,73.8,71.11,1050.58,15998.55
2025-12-08,128578.0,128592.0,179025.0,178210.0,4224.05,4243.0,58.11,4243.0,59.05,105635.0,22696.0,98.99,4.1351,6.494,90.1175,1.1673,129897.0,131539.0,129802.0,130462.0,10253.0,13050.0,179509.0,185234.0,179200.0,183408.0,25675.0,13957.0,90.1175,71.85,70.62,1050.25,16094.45
2025-12-09,128691.0,128257.0,179100.0,179088.0,4204.15,4188.25,58.38,4217.7,58.41,105635.0,22696.0,99.09,4.1643,6.534,90.265,1.1677,130431.0,130764.0,129577.0,129962.0,7103.0,13006.0,181900.0,183295.0,180651.0,181742.0,14592.0,13718.0,90.265,72.21,71.63,1049.11,15925.21
2025-12-10,127409.0,127974.0,177054.0,178893.0,4204.85,4198.0,58.63,4236.2,60.84,101556.0,19577.0,99.22,4.1878,6.59,90.035,1.1662,130045.0,130460.0,129101.0,130107.0,7381.0,13404.0,182769.0,188665.0,180100.0,188064.0,28708.0,12806.0,90.035,69.63,72.72,1047.97,15888.54
2025-12-11,128090.0,127788.0,186350.0,185488.0,4191.4,4200.15,61.04,4224.7,61.03,103830.0,23540.0,98.79,4.1468,6.628,90.1225,1.1645,130339.0,130502.0,129544.0,129796.0,7028.0,13744.0,188959.0,191800.0,187299.0,188735.0,21325.0,12273.0,90.1225,69.22,72.27,1046.82,15973.16
2025-12-12,128535.0,128596.0,186988.0,188281.0,4213.55,4230.35,62.12,4313.0,64.59,103830.0,23540.0,98.35,4.1566,6.583,90.435,1.1697,130250.0,132574.0,130119.0,132469.0,12877.0,13255.0,189908.0,199220.0,189908.0,198942.0,29959.0,12532.0,90.435,66.77,74.88,1050.83,16083.16
2025-12-15,130569.0,132710.0,192781.0,195180.0,4319.5,4346.95,64.51,4328.3,62.01,96685.0,20933.0,98.4,4.1841,6.593,90.59,1.1747,132442.0,135263.0,132275.0,133622.0,20181.0,13646.0,196958.0,201615.0,190077.0,192851.0,39148.0,10982.0,90.59,69.8,75.35,1053.11,16083.16
2025-12-16,133442.0,133249.0,192222.0,193417.0,4337.5,4315.85,63.87,4335.2,63.59,107976.0,20127.0,98.31,4.1723,6.593,90.8575,1.1742,134204.0,135496.0,133578.0,134130.0,12615.0,13758.0,194747.0,199500.0,194681.0,197901.0,21078.0,11090.0,90.8575,68.18,76.3,1051.68,16102.9
2025-12-17,132136.0,131777.0,191971.0,191975.0,4276.25,4324.2,62.98,4332.3,63.32,107976.0,20127.0,98.15,4.145,6.575,91.05,1.1758,133523.0,135346.0,133308.0,134409.0,12593.0,14039.0,195056.0,199386.0,194260.0,197755.0,21749.0,11279.0,91.05,68.42,78.38,1051.68,16060.6
2025-12-18,132713.0,132317.0,200750.0,199641.0,4314.85,4342.1,65.95,4373.9,66.9,119808.0,21254.0,98.37,4.1528,6.599,90.5025,1.1721,135079.0,135249.0,133373.0,134894.0,13810.0,14449.0,199201.0,207833.0,199201.0,207435.0,31499.0,11728.0,90.5025,65.38,78.19,1052.54,16018.29
2025-12-19,132454.0,132474.0,201250.0,201120.0,4321.6,4333.35,66.3,4364.5,65.22,119808.0,21254.0,98.43,4.1217,6.574,90.3375,1.175,134736.0,135590.0,133728.0,134521.0,13642.0,14316.0,206526.0,207060.0,201676.0,203565.0,26652.0,12888.0,90.3375,66.92,77.73,1052.54,16018.29
2025-12-22,132394.0,131779.0,200336.0,200067.0,4327.55,4337.6,65.79,4387.3,67.49,124637.0,27978.0,98.6,4.1471,6.602,89.725,1.1722,134021.0,134360.0,133555.0,134196.0,9294.0,15048.0,202899.0,208603.0,202656.0,208439.0,22569.0,12233.0,89.725,65.01,77.62,1052.54,16018.29
2025-12-23,133584.0,133970.0,207550.0,207727.0,4406.1,4421.65,69.22,4469.4,68.57,124637.0,27978.0,98.29,4.1628,6.668,89.7525,1.1741,134899.0,136820.0,134899.0,136744.0,12268.0,14885.0,209475.0,214583.0,209475.0,212872.0,22067.0,12688.0,89.7525,65.18,77.05,1064.56,16066.23
2025-12-24,136133.0,136283.0,209250.0,211000.0,4481.85,4449.4,69.74,4505.7,71.14,134130.0,24297.0,97.94,4.1628,6.633,89.6525,1.178,138297.0,138496.0,136651.0,137885.0,15622.0,15096.0,214498.0,220490.0,213662.0,219653.0,32613.0,12184.0,89.6525,63.34,77.18,1064.56,16599.25
2025-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26,136635.0,136627.0,218954.0,218983.0,,,,4502.8,71.69,134130.0,24297.0,97.98,4.1335,6.54,89.78,1.1811,138166.0,138676.0,137292.0,138097.0,10574.0,14550.0,221000.0,224430.0,218500.0,223790.0,35664.0,12566.0,89.78,62.81,77.17,1068.27,16446.97
2025-12-29,137914.0,137956.0,232100.0,228107.0,,,,4552.7,77.2,134130.0,24297.0,98.02,4.1277,6.564,89.89,1.1792,138574.0,140465.0,138574.0,139873.0,13408.0,14832.0,224374.0,242000.0,224374.0,239787.0,34625.0,12089.0,89.89,58.98,80.24,1071.13,16446.97
